sample,event,trap,sample_number,date_begin,date_end,MYDatasetID[0],MYDatasetID[1],MYDatasetID[2],MYDatasetID[3],sample_1998_2000,trap_2008_2011
K30ST4-150911,Uganda2014,K30ST4,150911,25.08.2015,11.09.2015,GX.1998,GX.1985,GX.1954,,K30ST4/150911,K30ST4
K30T1-140910,Uganda2014,K30T1,140910,09.09.2014,10.09.2014,GX.1998,GX.1984,GX.1950,,K30T1/140910,K30T1
K30T1-140924,Uganda2014,K30T1,140924,10.09.2014,24.09.2014,GX.1998,GX.1984,GX.1950,,K30T1/140924,K30T1
K30T1-141008,Uganda2014,K30T1,141008,24.09.2014,08.10.2014,GX.1998,GX.1984,GX.1950,,K30T1/141008,K30T1
K30T1-141022,Uganda2014,K30T1,141022,08.10.2014,22.10.2014,GX.1998,GX.1984,GX.1950,,K30T1/141022,K30T1
K30T1-141104,Uganda2014,K30T1,141104,22.10.2014,04.11.2014,GX.1998,GX.1984,GX.1950,,K30T1/141104,K30T1
K30T1-141118,Uganda2014,K30T1,141118,04.11.2014,18.11.2014,GX.1998,GX.1984,GX.1950,,K30T1/141118,K30T1
K30T1-141202,Uganda2014,K30T1,141202,18.11.2014,02.12.2014,GX.1998,GX.1984,GX.1950,,K30T1/141202,K30T1
K30T1-141215,Uganda2014,K30T1,141215,02.12.2014,15.12.2014,GX.1998,GX.1984,GX.1950,,K30T1/141215,K30T1
K30T1-141229,Uganda2014,K30T1,141229,15.12.2014,29.12.2014,GX.1998,GX.1984,GX.1950,,K30T1/141229,K30T1
K30T1-150113,Uganda2014,K30T1,150113,29.12.2014,13.01.2015,GX.1998,GX.1984,GX.1950,,K30T1/150113,K30T1
K30T1-150127,Uganda2014,K30T1,150127,13.01.2015,27.01.2015,GX.1998,GX.1984,GX.1950,,K30T1/150127,K30T1
K30T1-150210,Uganda2014,K30T1,150210,27.01.2015,10.02.2015,GX.1998,GX.1984,GX.1950,,K30T1/150210,K30T1
K30T1-150224,Uganda2014,K30T1,150224,10.02.2015,24.02.2015,GX.1998,GX.1984,GX.1950,,K30T1/150224,K30T1
K30T1-150310,Uganda2014,K30T1,150310,24.02.2015,10.03.2015,GX.1998,GX.1984,GX.1950,,K30T1/150310,K30T1
K30T1-150324,Uganda2014,K30T1,150324,10.03.2015,24.03.2015,GX.1998,GX.1984,GX.1950,,K30T1/150324,K30T1
K30T1-150407,Uganda2014,K30T1,150407,24.03.2015,07.04.2015,GX.1998,GX.1984,GX.1950,,K30T1/150407,K30T1
K30T1-150421,Uganda2014,K30T1,150421,07.04.2015,21.04.2015,GX.1998,GX.1984,GX.1950,,K30T1/150421,K30T1
K30T1-150505,Uganda2014,K30T1,150505,21.04.2015,05.05.2015,GX.1998,GX.1984,GX.1950,,K30T1/150505,K30T1
K30T1-150519,Uganda2014,K30T1,150519,05.05.2015,19.05.2015,GX.1998,GX.1984,GX.1950,,K30T1/150519,K30T1
K30T1-150602,Uganda2014,K30T1,150602,19.05.2015,02.06.2015,GX.1998,GX.1984,GX.1950,,K30T1/150602,K30T1
K30T1-150617,Uganda2014,K30T1,150617,02.06.2015,17.06.2015,GX.1998,GX.1984,GX.1950,,K30T1/150617,K30T1
K30T1-150630,Uganda2014,K30T1,150630,17.06.2015,30.06.2015,GX.1998,GX.1984,GX.1950,,K30T1/150630,K30T1
K30T1-150714,Uganda2014,K30T1,150714,30.06.2015,14.07.2015,GX.1998,GX.1984,GX.1950,,K30T1/150714,K30T1
K30T1-150728,Uganda2014,K30T1,150728,14.07.2015,28.07.2015,GX.1998,GX.1984,GX.1950,,K30T1/150728,K30T1
K30T1-150811,Uganda2014,K30T1,150811,28.07.2015,11.08.2015,GX.1998,GX.1984,GX.1950,,K30T1/150811,K30T1
K30T1-150825,Uganda2014,K30T1,150825,11.08.2015,25.08.2015,GX.1998,GX.1984,GX.1950,,K30T1/150825,K30T1
K30T1-150909,Uganda2014,K30T1,150909,25.08.2015,09.09.2015,GX.1998,GX.1984,GX.1950,,K30T1/150909,K30T1
K30T1-150914,Uganda2014,K30T1,150914,09.09.2015,14.09.2015,GX.1998,GX.1984,GX.1950,,K30T1/150914,K30T1
K30T2-140910,Uganda2014,K30T2,140910,09.09.2014,10.09.2014,GX.1998,GX.1984,GX.1951,,K30T2/140910,K30T2
K30T2-140924,Uganda2014,K30T2,140924,10.09.2014,24.09.2014,GX.1998,GX.1984,GX.1951,,K30T2/140924,K30T2
K30T2-141008,Uganda2014,K30T2,141008,24.09.2014,08.10.2014,GX.1998,GX.1984,GX.1951,,K30T2/141008,K30T2
K30T2-141022,Uganda2014,K30T2,141022,08.10.2014,22.10.2014,GX.1998,GX.1984,GX.1951,,K30T2/141022,K30T2
K30T2-141104,Uganda2014,K30T2,141104,22.10.2014,04.11.2014,GX.1998,GX.1984,GX.1951,,K30T2/141104,K30T2
K30T2-141118,Uganda2014,K30T2,141118,04.11.2014,18.11.2014,GX.1998,GX.1984,GX.1951,,K30T2/141118,K30T2
K30T2-141202,Uganda2014,K30T2,141202,18.11.2014,02.12.2014,GX.1998,GX.1984,GX.1951,,K30T2/141202,K30T2
K30T2-141215,Uganda2014,K30T2,141215,02.12.2014,15.12.2014,GX.1998,GX.1984,GX.1951,,K30T2/141215,K30T2
K30T2-141229,Uganda2014,K30T2,141229,15.12.2014,29.12.2014,GX.1998,GX.1984,GX.1951,,K30T2/141229,K30T2
K30T2-150113,Uganda2014,K30T2,150113,29.12.2014,13.01.2015,GX.1998,GX.1984,GX.1951,,K30T2/150113,K30T2
K30T2-150127,Uganda2014,K30T2,150127,13.01.2015,27.01.2015,GX.1998,GX.1984,GX.1951,,K30T2/150127,K30T2
K30T2-150210,Uganda2014,K30T2,150210,27.01.2015,10.02.2015,GX.1998,GX.1984,GX.1951,,K30T2/150210,K30T2
K30T2-150224,Uganda2014,K30T2,150224,10.02.2015,24.02.2015,GX.1998,GX.1984,GX.1951,,K30T2/150224,K30T2
K30T2-150310,Uganda2014,K30T2,150310,24.02.2015,10.03.2015,GX.1998,GX.1984,GX.1951,,K30T2/150310,K30T2
K30T2-150324,Uganda2014,K30T2,150324,10.03.2015,24.03.2015,GX.1998,GX.1984,GX.1951,,K30T2/150324,K30T2
K30T2-150407,Uganda2014,K30T2,150407,24.03.2015,07.04.2015,GX.1998,GX.1984,GX.1951,,K30T2/150407,K30T2
K30T2-150421,Uganda2014,K30T2,150421,07.04.2015,21.04.2015,GX.1998,GX.1984,GX.1951,,K30T2/150421,K30T2
K30T2-150505,Uganda2014,K30T2,150505,21.04.2015,05.05.2015,GX.1998,GX.1984,GX.1951,,K30T2/150505,K30T2
K30T2-150519,Uganda2014,K30T2,150519,05.05.2015,19.05.2015,GX.1998,GX.1984,GX.1951,,K30T2/150519,K30T2
K30T2-150602,Uganda2014,K30T2,150602,19.05.2015,02.06.2015,GX.1998,GX.1984,GX.1951,,K30T2/150602,K30T2
K30T2-150617,Uganda2014,K30T2,150617,02.06.2015,17.06.2015,GX.1998,GX.1984,GX.1951,,K30T2/150617,K30T2
K30T2-150630,Uganda2014,K30T2,150630,17.06.2015,30.06.2015,GX.1998,GX.1984,GX.1951,,K30T2/150630,K30T2
K30T2-150714,Uganda2014,K30T2,150714,30.06.2015,14.07.2015,GX.1998,GX.1984,GX.1951,,K30T2/150714,K30T2
K30T2-150728,Uganda2014,K30T2,150728,14.07.2015,28.07.2015,GX.1998,GX.1984,GX.1951,,K30T2/150728,K30T2
K30T2-150811,Uganda2014,K30T2,150811,28.07.2015,11.08.2015,GX.1998,GX.1984,GX.1951,,K30T2/150811,K30T2
K30T2-150826,Uganda2014,K30T2,150826,11.08.2015,26.08.2015,GX.1998,GX.1984,GX.1951,,K30T2/150826,K30T2
K30T2-150909,Uganda2014,K30T2,150909,26.08.2015,09.09.2015,GX.1998,GX.1984,GX.1951,,K30T2/150909,K30T2
K30T2-150914,Uganda2014,K30T2,150914,09.09.2015,14.09.2015,GX.1998,GX.1984,GX.1951,,K30T2/150914,K30T2
K30T3-140910,Uganda2014,K30T3,140910,09.09.2014,10.09.2014,GX.1998,GX.1984,GX.1952,,K30T3/140910,K30T3
K30T3-140924,Uganda2014,K30T3,140924,10.09.2014,24.09.2014,GX.1998,GX.1984,GX.1952,,K30T3/140924,K30T3
K30T3-141008,Uganda2014,K30T3,141008,24.09.2014,08.10.2014,GX.1998,GX.1984,GX.1952,,K30T3/141008,K30T3
K30T3-141022,Uganda2014,K30T3,141022,08.10.2014,22.10.2014,GX.1998,GX.1984,GX.1952,,K30T3/141022,K30T3
K30T3-141104,Uganda2014,K30T3,141104,22.10.2014,04.11.2014,GX.1998,GX.1984,GX.1952,,K30T3/141104,K30T3
K30T3-141118,Uganda2014,K30T3,141118,04.11.2014,18.11.2014,GX.1998,GX.1984,GX.1952,,K30T3/141118,K30T3
K30T3-141202,Uganda2014,K30T3,141202,18.11.2014,02.12.2014,GX.1998,GX.1984,GX.1952,,K30T3/141202,K30T3
K30T3-141214,Uganda2014,K30T3,141214,02.12.2014,14.12.2014,GX.1998,GX.1984,GX.1952,,K30T3/141214,K30T3
K30T3-141226,Uganda2014,K30T3,141226,14.12.2014,26.12.2014,GX.1998,GX.1984,GX.1952,,K30T3/141226,K30T3
K30T3-150113,Uganda2014,K30T3,150113,26.12.2014,13.01.2015,GX.1998,GX.1984,GX.1952,,K30T3/150113,K30T3
K30T3-150127,Uganda2014,K30T3,150127,13.01.2015,27.01.2015,GX.1998,GX.1984,GX.1952,,K30T3/150127,K30T3
K30T3-150210,Uganda2014,K30T3,150210,27.01.2015,10.02.2015,GX.1998,GX.1984,GX.1952,,K30T3/150210,K30T3
K30T3-150224,Uganda2014,K30T3,150224,10.02.2015,24.02.2015,GX.1998,GX.1984,GX.1952,,K30T3/150224,K30T3
K30T3-150310,Uganda2014,K30T3,150310,24.02.2015,10.03.2015,GX.1998,GX.1984,GX.1952,,K30T3/150310,K30T3
K30T3-150324,Uganda2014,K30T3,150324,10.03.2015,24.03.2015,GX.1998,GX.1984,GX.1952,,K30T3/150324,K30T3
K30T3-150407,Uganda2014,K30T3,150407,24.03.2015,07.04.2015,GX.1998,GX.1984,GX.1952,,K30T3/150407,K30T3
K30T3-150421,Uganda2014,K30T3,150421,07.04.2015,21.04.2015,GX.1998,GX.1984,GX.1952,,K30T3/150421,K30T3
K30T3-150505,Uganda2014,K30T3,150505,21.04.2015,05.05.2015,GX.1998,GX.1984,GX.1952,,K30T3/150505,K30T3
K30T3-150519,Uganda2014,K30T3,150519,05.05.2015,19.05.2015,GX.1998,GX.1984,GX.1952,,K30T3/150519,K30T3
K30T3-150602,Uganda2014,K30T3,150602,19.05.2015,02.06.2015,GX.1998,GX.1984,GX.1952,,K30T3/150602,K30T3
K30T3-150617,Uganda2014,K30T3,150617,02.06.2015,17.06.2015,GX.1998,GX.1984,GX.1952,,K30T3/150617,K30T3
K30T3-150630,Uganda2014,K30T3,150630,17.06.2015,30.06.2015,GX.1998,GX.1984,GX.1952,,K30T3/150630,K30T3
K30T3-150714,Uganda2014,K30T3,150714,30.06.2015,14.07.2015,GX.1998,GX.1984,GX.1952,,K30T3/150714,K30T3
K30T3-150728,Uganda2014,K30T3,150728,14.07.2015,28.07.2015,GX.1998,GX.1984,GX.1952,,K30T3/150728,K30T3
K30T3-150811,Uganda2014,K30T3,150811,28.07.2015,11.08.2015,GX.1998,GX.1984,GX.1952,,K30T3/150811,K30T3
K30T3-150826,Uganda2014,K30T3,150826,11.08.2015,26.08.2015,GX.1998,GX.1984,GX.1952,,K30T3/150826,K30T3
K30T3-150908,Uganda2014,K30T3,150908,26.08.2015,08.09.2015,GX.1998,GX.1984,GX.1952,,K30T3/150908,K30T3
K30T3-150914,Uganda2014,K30T3,150914,08.09.2015,14.09.2015,GX.1998,GX.1984,GX.1952,,K30T3/150914,K30T3
K30T4-140910,Uganda2014,K30T4,140910,09.09.2014,10.09.2014,GX.1998,GX.1984,GX.1953,,K30T4/140910,K30T4
K30T4-140924,Uganda2014,K30T4,140924,10.09.2014,24.09.2014,GX.1998,GX.1984,GX.1953,,K30T4/140924,K30T4
K30T5-141008,Uganda2014,K30T5,141008,24.09.2014,08.10.2014,GX.1998,GX.1984,GX.1953,,K30T5/141008,K30T5
K30T5-141022,Uganda2014,K30T5,141022,08.10.2014,22.10.2014,GX.1998,GX.1984,GX.1953,GX.2010,K30T5/141022,K30T5
K30T5-141104,Uganda2014,K30T5,141104,22.10.2014,04.11.2014,GX.1998,GX.1984,GX.1953,,K30T5/141104,K30T5
K30T5-141118,Uganda2014,K30T5,141118,04.11.2014,18.11.2014,GX.1998,GX.1984,GX.1953,,K30T5/141118,K30T5
K30T5-141202,Uganda2014,K30T5,141202,18.11.2014,02.12.2014,GX.1998,GX.1984,GX.1953,,K30T5/141202,K30T5
K30T5-141214,Uganda2014,K30T5,141214,02.12.2014,14.12.2014,GX.1998,GX.1984,GX.1953,,K30T5/141214,K30T5
K30T5-141229,Uganda2014,K30T5,141229,14.12.2014,29.12.2014,GX.1998,GX.1984,GX.1953,,K30T5/141229,K30T5
K30T5-150113,Uganda2014,K30T5,150113,29.12.2014,13.01.2015,GX.1998,GX.1984,GX.1953,,K30T5/150113,K30T5
K30T5-150127,Uganda2014,K30T5,150127,13.01.2015,27.01.2015,GX.1998,GX.1984,GX.1953,,K30T5/150127,K30T5
K30T5-150210,Uganda2014,K30T5,150210,27.01.2015,10.02.2015,GX.1998,GX.1984,GX.1953,,K30T5/150210,K30T5
K30T5-150224,Uganda2014,K30T5,150224,10.02.2015,24.02.2015,GX.1998,GX.1984,GX.1953,,K30T5/150224,K30T5
K30T5-150310,Uganda2014,K30T5,150310,24.02.2015,10.03.2015,GX.1998,GX.1984,GX.1953,,K30T5/150310,K30T5
K30T5-150324,Uganda2014,K30T5,150324,10.03.2015,24.03.2015,GX.1998,GX.1984,GX.1953,,K30T5/150324,K30T5
K30T5-150407,Uganda2014,K30T5,150407,24.03.2015,07.04.2015,GX.1998,GX.1984,GX.1953,,K30T5/150407,K30T5
K30T5-150421,Uganda2014,K30T5,150421,07.04.2015,21.04.2015,GX.1998,GX.1984,GX.1953,,K30T5/150421,K30T5
K30T5-150505,Uganda2014,K30T5,150505,21.04.2015,05.05.2015,GX.1998,GX.1984,GX.1953,,K30T5/150505,K30T5
K30T5-150519,Uganda2014,K30T5,150519,05.05.2015,19.05.2015,GX.1998,GX.1984,GX.1953,,K30T5/150519,K30T5
K30T5-150602,Uganda2014,K30T5,150602,19.05.2015,02.06.2015,GX.1998,GX.1984,GX.1953,,K30T5/150602,K30T5
K30T5-150617,Uganda2014,K30T5,150617,02.06.2015,17.06.2015,GX.1998,GX.1984,GX.1953,,K30T5/150617,K30T5
K30T5-150630,Uganda2014,K30T5,150630,17.06.2015,30.06.2015,GX.1998,GX.1984,GX.1953,,K30T5/150630,K30T5
K30T5-150714,Uganda2014,K30T5,150714,30.06.2015,14.07.2015,GX.1998,GX.1984,GX.1953,,K30T5/150714,K30T5
K30T5-150728,Uganda2014,K30T5,150728,14.07.2015,28.07.2015,GX.1998,GX.1984,GX.1953,,K30T5/150728,K30T5
K30T5-150811,Uganda2014,K30T5,150811,28.07.2015,11.08.2015,GX.1998,GX.1984,GX.1953,,K30T5/150811,K30T5
K30T5-150826,Uganda2014,K30T5,150826,11.08.2015,26.08.2015,GX.1998,GX.1984,GX.1953,,K30T5/150826,K30T5
K30T5-150908,Uganda2014,K30T5,150908,26.08.2015,08.09.2015,GX.1998,GX.1984,GX.1953,,K30T5/150908,K30T5
K30T5-150914,Uganda2014,K30T5,150914,08.09.2015,14.09.2015,GX.1998,GX.1984,GX.1953,,K30T5/150914,K30T5
K31T1-141023,Uganda2014,K31T1,141023,16.10.2014,23.10.2014,GX.1998,GX.1988,GX.1962,,K31T1/141023,K31T1
K31T1-141106,Uganda2014,K31T1,141106,23.10.2014,06.11.2014,GX.1998,GX.1988,GX.1962,,K31T1/141106,K31T1
K31T1-141120,Uganda2014,K31T1,141120,06.11.2014,20.11.2014,GX.1998,GX.1988,GX.1962,,K31T1/141120,K31T1
K31T1-141204,Uganda2014,K31T1,141204,20.11.2014,04.12.2014,GX.1998,GX.1988,GX.1962,,K31T1/141204,K31T1
K31T1-141217,Uganda2014,K31T1,141217,04.12.2014,17.12.2014,GX.1998,GX.1988,GX.1962,,K31T1/141217,K31T1
K31T1-141229,Uganda2014,K31T1,141229,17.12.2014,29.12.2014,GX.1998,GX.1988,GX.1962,,K31T1/141229,K31T1
K31T1-150116,Uganda2014,K31T1,150116,29.12.2014,16.01.2015,GX.1998,GX.1988,GX.1962,,K31T1/150116,K31T1
K31T1-150130,Uganda2014,K31T1,150130,16.01.2015,30.01.2015,GX.1998,GX.1988,GX.1962,,K31T1/150130,K31T1
K31T1-150213,Uganda2014,K31T1,150213,30.01.2015,13.02.2015,GX.1998,GX.1988,GX.1962,,K31T1/150213,K31T1
K31T1-150226,Uganda2014,K31T1,150226,13.02.2015,26.02.2015,GX.1998,GX.1988,GX.1962,,K31T1/150226,K31T1
K31T1-150314,Uganda2014,K31T1,150314,26.02.2015,14.03.2015,GX.1998,GX.1988,GX.1962,,K31T1/150314,K31T1
K31T1-150326,Uganda2014,K31T1,150326,14.03.2015,26.03.2015,GX.1998,GX.1988,GX.1962,,K31T1/150326,K31T1
K31T1-150409,Uganda2014,K31T1,150409,26.03.2015,09.04.2015,GX.1998,GX.1988,GX.1962,,K31T1/150409,K31T1
K31T1-150423,Uganda2014,K31T1,150423,09.04.2015,23.04.2015,GX.1998,GX.1988,GX.1962,,K31T1/150423,K31T1
K31T1-150509,Uganda2014,K31T1,150509,23.04.2015,09.05.2015,GX.1998,GX.1988,GX.1962,,K31T1/150509,K31T1
K31T1-150523,Uganda2014,K31T1,150523,09.05.2015,23.05.2015,GX.1998,GX.1988,GX.1962,,K31T1/150523,K31T1
K31T1-150604,Uganda2014,K31T1,150604,23.05.2015,04.06.2015,GX.1998,GX.1988,GX.1962,,K31T1/150604,K31T1
K31T1-150618,Uganda2014,K31T1,150618,04.06.2015,18.06.2015,GX.1998,GX.1988,GX.1962,,K31T1/150618,K31T1
K31T1-150702,Uganda2014,K31T1,150702,18.06.2015,02.07.2015,GX.1998,GX.1988,GX.1962,,K31T1/150702,K31T1
K31T1-150716,Uganda2014,K31T1,150716,02.07.2015,16.07.2015,GX.1998,GX.1988,GX.1962,,K31T1/150716,K31T1
K31T1-150730,Uganda2014,K31T1,150730,16.07.2015,30.07.2015,GX.1998,GX.1988,GX.1962,,K31T1/150730,K31T1
K31T1-150814,Uganda2014,K31T1,150814,30.07.2015,14.08.2015,GX.1998,GX.1988,GX.1962,,K31T1/150814,K31T1
K31T1-150826,Uganda2014,K31T1,150826,14.08.2015,26.08.2015,GX.1998,GX.1988,GX.1962,,K31T1/150826,K31T1
K31T1-150912,Uganda2014,K31T1,150912,26.08.2015,12.09.2015,GX.1998,GX.1988,GX.1962,,K31T1/150912,K31T1
K31T2-141023,Uganda2014,K31T2,141023,16.10.2014,23.10.2014,GX.1998,GX.1988,GX.1963,,K31T2/141023,K31T2
K31T2-141106,Uganda2014,K31T2,141106,23.10.2014,06.11.2014,GX.1998,GX.1988,GX.1963,,K31T2/141106,K31T2
K31T2-141120,Uganda2014,K31T2,141120,06.11.2014,20.11.2014,GX.1998,GX.1988,GX.1963,,K31T2/141120,K31T2
K31T2-141204,Uganda2014,K31T2,141204,20.11.2014,04.12.2014,GX.1998,GX.1988,GX.1963,,K31T2/141204,K31T2
K31T2-141217,Uganda2014,K31T2,141217,04.12.2014,17.12.2014,GX.1998,GX.1988,GX.1963,,K31T2/141217,K31T2
K31T2-141229,Uganda2014,K31T2,141229,17.12.2014,29.12.2014,GX.1998,GX.1988,GX.1963,,K31T2/141229,K31T2
K31T2-150116,Uganda2014,K31T2,150116,29.12.2014,16.01.2015,GX.1998,GX.1988,GX.1963,,K31T2/150116,K31T2
K31T2-150130,Uganda2014,K31T2,150130,16.01.2015,30.01.2015,GX.1998,GX.1988,GX.1963,,K31T2/150130,K31T2
K31T2-150213,Uganda2014,K31T2,150213,30.01.2015,13.02.2015,GX.1998,GX.1988,GX.1963,,K31T2/150213,K31T2
K31T2-150226,Uganda2014,K31T2,150226,13.02.2015,26.02.2015,GX.1998,GX.1988,GX.1963,,K31T2/150226,K31T2
K31T2-150314,Uganda2014,K31T2,150314,26.02.2015,14.03.2015,GX.1998,GX.1988,GX.1963,,K31T2/150314,K31T2
K31T2-150326,Uganda2014,K31T2,150326,14.03.2015,26.03.2015,GX.1998,GX.1988,GX.1963,,K31T2/150326,K31T2
K31T2-150409,Uganda2014,K31T2,150409,26.03.2015,09.04.2015,GX.1998,GX.1988,GX.1963,,K31T2/150409,K31T2
K31T2-150423,Uganda2014,K31T2,150423,09.04.2015,23.04.2015,GX.1998,GX.1988,GX.1963,,K31T2/150423,K31T2
K31T2-150509,Uganda2014,K31T2,150509,23.04.2015,09.05.2015,GX.1998,GX.1988,GX.1963,,K31T2/150509,K31T2
K31T2-150523,Uganda2014,K31T2,150523,09.05.2015,23.05.2015,GX.1998,GX.1988,GX.1963,,K31T2/150523,K31T2
K31T2-150604,Uganda2014,K31T2,150604,23.05.2015,04.06.2015,GX.1998,GX.1988,GX.1963,,K31T2/150604,K31T2
K31T2-150618,Uganda2014,K31T2,150618,04.06.2015,18.06.2015,GX.1998,GX.1988,GX.1963,,K31T2/150618,K31T2
K31T2-150702,Uganda2014,K31T2,150702,18.06.2015,02.07.2015,GX.1998,GX.1988,GX.1963,,K31T2/150702,K31T2
K31T2-150716,Uganda2014,K31T2,150716,02.07.2015,16.07.2015,GX.1998,GX.1988,GX.1963,,K31T2/150716,K31T2
K31T2-150730,Uganda2014,K31T2,150730,16.07.2015,30.07.2015,GX.1998,GX.1988,GX.1963,,K31T2/150730,K31T2
K31T2-150814,Uganda2014,K31T2,150814,30.07.2015,14.08.2015,GX.1998,GX.1988,GX.1963,,K31T2/150814,K31T2
K31T2-150826,Uganda2014,K31T2,150826,14.08.2015,26.08.2015,GX.1998,GX.1988,GX.1963,,K31T2/150826,K31T2
K31T2-150912,Uganda2014,K31T2,150912,26.08.2015,12.09.2015,GX.1998,GX.1988,GX.1963,GX.2010,K31T2/150912,K31T2
K31T3-141023,Uganda2014,K31T3,141023,16.10.2014,23.10.2014,GX.1998,GX.1988,GX.1964,,K31T3/141023,K31T3
K31T3-141106,Uganda2014,K31T3,141106,23.10.2014,06.11.2014,GX.1998,GX.1988,GX.1964,,K31T3/141106,K31T3
K31T3-141120,Uganda2014,K31T3,141120,06.11.2014,20.11.2014,GX.1998,GX.1988,GX.1964,,K31T3/141120,K31T3
K31T3-141204,Uganda2014,K31T3,141204,20.11.2014,04.12.2014,GX.1998,GX.1988,GX.1964,,K31T3/141204,K31T3
K31T3-141217,Uganda2014,K31T3,141217,04.12.2014,17.12.2014,GX.1998,GX.1988,GX.1964,,K31T3/141217,K31T3
K31T3-141229,Uganda2014,K31T3,141229,17.12.2014,29.12.2014,GX.1998,GX.1988,GX.1964,,K31T3/141229,K31T3
K31T3-150116,Uganda2014,K31T3,150116,29.12.2014,16.01.2015,GX.1998,GX.1988,GX.1964,,K31T3/150116,K31T3
K31T3-150130,Uganda2014,K31T3,150130,16.01.2015,30.01.2015,GX.1998,GX.1988,GX.1964,,K31T3/150130,K31T3
K31T3-150213,Uganda2014,K31T3,150213,30.01.2015,13.02.2015,GX.1998,GX.1988,GX.1964,,K31T3/150213,K31T3
K31T3-150226,Uganda2014,K31T3,150226,13.02.2015,26.02.2015,GX.1998,GX.1988,GX.1964,,K31T3/150226,K31T3
K31T3-150314,Uganda2014,K31T3,150314,26.02.2015,14.03.2015,GX.1998,GX.1988,GX.1964,,K31T3/150314,K31T3
K31T3-150326,Uganda2014,K31T3,150326,14.03.2015,26.03.2015,GX.1998,GX.1988,GX.1964,,K31T3/150326,K31T3
K31T3-150409,Uganda2014,K31T3,150409,26.03.2015,09.04.2015,GX.1998,GX.1988,GX.1964,,K31T3/150409,K31T3
K31T3-150423,Uganda2014,K31T3,150423,09.04.2015,23.04.2015,GX.1998,GX.1988,GX.1964,,K31T3/150423,K31T3
K31T3-150509,Uganda2014,K31T3,150509,23.04.2015,09.05.2015,GX.1998,GX.1988,GX.1964,,K31T3/150509,K31T3
K31T3-150523,Uganda2014,K31T3,150523,09.05.2015,23.05.2015,GX.1998,GX.1988,GX.1964,,K31T3/150523,K31T3
K31T3-150604,Uganda2014,K31T3,150604,23.05.2015,04.06.2015,GX.1998,GX.1988,GX.1964,,K31T3/150604,K31T3
K31T3-150618,Uganda2014,K31T3,150618,04.06.2015,18.06.2015,GX.1998,GX.1988,GX.1964,,K31T3/150618,K31T3
K31T3-150702,Uganda2014,K31T3,150702,18.06.2015,02.07.2015,GX.1998,GX.1988,GX.1964,,K31T3/150702,K31T3
K31T3-150716,Uganda2014,K31T3,150716,02.07.2015,16.07.2015,GX.1998,GX.1988,GX.1964,,K31T3/150716,K31T3
K31T3-150730,Uganda2014,K31T3,150730,16.07.2015,30.07.2015,GX.1998,GX.1988,GX.1964,,K31T3/150730,K31T3
K31T3-150817,Uganda2014,K31T3,150817,30.07.2015,17.08.2015,GX.1998,GX.1988,GX.1964,,K31T3/150817,K31T3
K31T3-150826,Uganda2014,K31T3,150826,17.08.2015,26.08.2015,GX.1998,GX.1988,GX.1964,,K31T3/150826,K31T3
K31T3-150912,Uganda2014,K31T3,150912,26.08.2015,12.09.2015,GX.1998,GX.1988,GX.1964,,K31T3/150912,K31T3
K31T4-141023,Uganda2014,K31T4,141023,16.10.2014,23.10.2014,GX.1998,GX.1988,GX.1965,,K31T4/141023,K31T4
K31T4-141106,Uganda2014,K31T4,141106,23.10.2014,06.11.2014,GX.1998,GX.1988,GX.1965,,K31T4/141106,K31T4
K31T4-141120,Uganda2014,K31T4,141120,06.11.2014,20.11.2014,GX.1998,GX.1988,GX.1965,,K31T4/141120,K31T4
K31T4-141204,Uganda2014,K31T4,141204,20.11.2014,04.12.2014,GX.1998,GX.1988,GX.1965,,K31T4/141204,K31T4
K31T4-141217,Uganda2014,K31T4,141217,04.12.2014,17.12.2014,GX.1998,GX.1988,GX.1965,,K31T4/141217,K31T4
K31T4-141229,Uganda2014,K31T4,141229,17.12.2014,29.12.2014,GX.1998,GX.1988,GX.1965,,K31T4/141229,K31T4
K31T4-150116,Uganda2014,K31T4,150116,29.12.2014,16.01.2015,GX.1998,GX.1988,GX.1965,,K31T4/150116,K31T4
K31T4-150130,Uganda2014,K31T4,150130,16.01.2015,30.01.2015,GX.1998,GX.1988,GX.1965,,K31T4/150130,K31T4
K31T4-150213,Uganda2014,K31T4,150213,30.01.2015,13.02.2015,GX.1998,GX.1988,GX.1965,,K31T4/150213,K31T4
K31T4-150226,Uganda2014,K31T4,150226,13.02.2015,26.02.2015,GX.1998,GX.1988,GX.1965,,K31T4/150226,K31T4
K31T4-150314,Uganda2014,K31T4,150314,26.02.2015,14.03.2015,GX.1998,GX.1988,GX.1965,,K31T4/150314,K31T4
K31T4-150326,Uganda2014,K31T4,150326,14.03.2015,26.03.2015,GX.1998,GX.1988,GX.1965,,K31T4/150326,K31T4
K31T4-150409,Uganda2014,K31T4,150409,26.03.2015,09.04.2015,GX.1998,GX.1988,GX.1965,,K31T4/150409,K31T4
K31T4-150423,Uganda2014,K31T4,150423,09.04.2015,23.04.2015,GX.1998,GX.1988,GX.1965,,K31T4/150423,K31T4
K31T4-150509,Uganda2014,K31T4,150509,23.04.2015,09.05.2015,GX.1998,GX.1988,GX.1965,,K31T4/150509,K31T4
K31T4-150523,Uganda2014,K31T4,150523,09.05.2015,23.05.2015,GX.1998,GX.1988,GX.1965,,K31T4/150523,K31T4
